Class               | Category      | Extension     | IsaSet        | BaseCode    | Mod       | Reg       | Pattern                                                                                             | Operands
 | ADC_LOCK             | BINARY         | BASE           | I86            | 82           | mm         | 0b010      | 0x82 MOD[mm] MOD!=3 REG[0b010] RM[nnn] not64 MODRM() SIMM8() lock_prefix                             | MEM0:rw:b IMM0:r:b:i8
 | ADC_LOCK             | BINARY         | BASE           | I86            | 83           | mm         | 0b010      | 0x83 MOD[mm] MOD!=3 REG[0b010] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:v IMM0:r:b:i8
 | ADC_LOCK             | BINARY         | BASE           | I86            | 10           | mm         | rrr        | 0x10 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:b REG0=GPR8_R():r
 | ADC_LOCK             | BINARY         | BASE           | I86            | 11           | mm         | rrr        | 0x11 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:v REG0=GPRv_R():r
 | ADD                  | BINARY         | BASE           | I86            | 80           | mm         | 0b000      | 0x80 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:b IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 80           | 0b11       | 0b000      | 0x80 MOD[0b11] MOD=3 REG[0b000] RM[nnn] SIMM8()                                                      | REG0=GPR8_B():rw IMM0:r:b
 | ADD                  | BINARY         | BASE           | I86            | 81           | mm         | 0b000      | 0x81 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMMz() nolock_prefix                                 | MEM0:rw:v IMM0:r:z
 | ADD                  | BINARY         | BASE           | I86            | 81           | 0b11       | 0b000      | 0x81 MOD[0b11] MOD=3 REG[0b000] RM[nnn] SIMMz()                                                      | REG0=GPRv_B():rw IMM0:r:z
 | ADD                  | BINARY         | BASE           | I86            | 82           | mm         | 0b000      | 0x82 MOD[mm] MOD!=3 REG[0b000] RM[nnn] not64 MODRM() SIMM8() nolock_prefix                           | MEM0:rw:b IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 82           | 0b11       | 0b000      | 0x82 MOD[0b11] MOD=3 REG[0b000] RM[nnn] not64 SIMM8()                                                | REG0=GPR8_B():rw IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 83           | mm         | 0b000      | 0x83 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:v IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 83           | 0b11       | 0b000      | 0x83 MOD[0b11] MOD=3 REG[0b000] RM[nnn] SIMM8()                                                      | REG0=GPRv_B():rw IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 00           | mm         | rrr        | 0x00 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:b REG0=GPR8_R():r
 | ADD                  | BINARY         | BASE           | I86            | 00           | 0b11       | rrr        | 0x00 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_B():rw REG1=GPR8_R():r
 | ADD                  | BINARY         | BASE           | I86            | 01           | mm         | rrr        | 0x01 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:v REG0=GPRv_R():r
 | ADD                  | BINARY         | BASE           | I86            | 01           | 0b11       | rrr        | 0x01 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_B():rw REG1=GPRv_R():r
 | ADD                  | BINARY         | BASE           | I86            | 02           | mm         | rrr        | 0x02 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPR8_R():rw MEM0:r:b
 | ADD                  | BINARY         | BASE           | I86            | 02           | 0b11       | rrr        | 0x02 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_R():rw REG1=GPR8_B():r
 | ADD                  | BINARY         | BASE           | I86            | 03           | mm         | rrr        | 0x03 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPRv_R():rw MEM0:r:v
 | ADD                  | BINARY         | BASE           | I86            | 03           | 0b11       | rrr        | 0x03 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_R():rw REG1=GPRv_B():r
 | ADD                  | BINARY         | BASE           | I86            | 04           |            |            | 0x04 SIMM8()                                                                                         | REG0=XED_REG_AL:rw:IMPL IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 05           |            |            | 0x05 SIMMz()                                                                                         | REG0=OrAX():rw:IMPL IMM0:r:z
 | ADD_LOCK             | BINARY         | BASE           | I86            | 80           | mm         | 0b000      | 0x80 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:b IMM0:r:b:i8
 | ADD_LOCK             | BINARY         | BASE           | I86            | 81           | mm         | 0b000      | 0x81 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMMz() lock_prefix                                   | MEM0:rw:v IMM0:r:z
 | ADD_LOCK             | BINARY         | BASE           | I86            | 82           | mm         | 0b000      | 0x82 MOD[mm] MOD!=3 REG[0b000] RM[nnn] not64 MODRM() SIMM8() lock_prefix                             | MEM0:rw:b IMM0:r:b:i8
 | ADD_LOCK             | BINARY         | BASE           | I86            | 83           | mm         | 0b000      | 0x83 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:v IMM0:r:b:i8
 | ADD_LOCK             | BINARY         | BASE           | I86            | 00           | mm         | rrr        | 0x00 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:b REG0=GPR8_R():r
 | ADD_LOCK             | BINARY         | BASE           | I86            | 01           | mm         | rrr        | 0x01 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:v REG0=GPRv_R():r
 | CMP                  | BINARY         | BASE           | I86            | 80           | mm         | 0b111      | 0x80 MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM() SIMM8()                                               | MEM0:r:b IMM0:r:b:i8
 | CMP                  | BINARY         | BASE           | I86            | 80           | 0b11       | 0b111      | 0x80 MOD[0b11] MOD=3 REG[0b111] RM[nnn] SIMM8()                                                      | REG0=GPR8_B():r IMM0:r:b:i8
 | CMP                  | BINARY         | BASE           | I86            | 81           | mm         | 0b111      | 0x81 MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM() SIMMz()                                               | MEM0:r:v IMM0:r:z
 | CMP                  | BINARY         | BASE           | I86            | 81           | 0b11       | 0b111      | 0x81 MOD[0b11] MOD=3 REG[0b111] RM[nnn] SIMMz()                                                      | REG0=GPRv_B():r IMM0:r:z
 | CMP                  | BINARY         | BASE           | I86            | 82           | mm         | 0b111      | 0x82 MOD[mm] MOD!=3 REG[0b111] RM[nnn] not64 MODRM() SIMM8()                                         | MEM0:r:b IMM0:r:b:i8
 | CMP                  | BINARY         | BASE           | I86            | 82           | 0b11       | 0b111      | 0x82 MOD[0b11] MOD=3 REG[0b111] RM[nnn] not64 SIMM8()                                                | REG0=GPR8_B():r IMM0:r:b:i8
 | CMP                  | BINARY         | BASE           | I86            | 83           | mm         | 0b111      | 0x83 MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM() SIMM8()                                               | MEM0:r:v IMM0:r:b:i8
 | CMP                  | BINARY         | BASE           | I86            | 83           | 0b11       | 0b111      | 0x83 MOD[0b11] MOD=3 REG[0b111] RM[nnn] SIMM8()                                                      | REG0=GPRv_B():r IMM0:r:b:i8
 | CMP                  | BINARY         | BASE           | I86            | 38           | mm         | rrr        | 0x38 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | MEM0:r:b REG0=GPR8_R():r
 | CMP                  | BINARY         | BASE           | I86            | 38           | 0b11       | rrr        | 0x38 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_B():r REG1=GPR8_R():r
 | CMP                  | BINARY         | BASE           | I86            | 39           | mm         | rrr        | 0x39 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | MEM0:r:v REG0=GPRv_R():r
 | CMP                  | BINARY         | BASE           | I86            | 39           | 0b11       | rrr        | 0x39 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_B():r REG1=GPRv_R():r
 | CMP                  | BINARY         | BASE           | I86            | 3a           | mm         | rrr        | 0x3A MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPR8_R():r MEM0:r:b
 | CMP                  | BINARY         | BASE           | I86            | 3a           | 0b11       | rrr        | 0x3A MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_R():r REG1=GPR8_B():r
 | CMP                  | BINARY         | BASE           | I86            | 3b           | mm         | rrr        | 0x3B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPRv_R():r MEM0:r:v
 | CMP                  | BINARY         | BASE           | I86            | 3b           | 0b11       | rrr        | 0x3B MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_R():r REG1=GPRv_B():r
 | CMP                  | BINARY         | BASE           | I86            | 3c           |            |            | 0x3C SIMM8()                                                                                         | REG0=XED_REG_AL:r:IMPL IMM0:r:b:i8
 | CMP                  | BINARY         | BASE           | I86            | 3d           |            |            | 0x3D SIMMz()                                                                                         | REG0=OrAX():r:IMPL IMM0:r:z
 | DEC                  | BINARY         | BASE           | I86            | fe           | mm         | 0b001      | 0xFE MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM() nolock_prefix                                         | MEM0:rw:b
 | DEC                  | BINARY         | BASE           | I86            | fe           | 0b11       | 0b001      | 0xFE MOD[0b11] MOD=3 REG[0b001] RM[nnn]                                                              | REG0=GPR8_B():rw
 | DEC                  | BINARY         | BASE           | I86            | ff           | mm         | 0b001      | 0xFF MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM() nolock_prefix                                         | MEM0:rw:v
 | DEC                  | BINARY         | BASE           | I86            | ff           | 0b11       | 0b001      | 0xFF MOD[0b11] MOD=3 REG[0b001] RM[nnn]                                                              | REG0=GPRv_B():rw
 | DEC                  | BINARY         | BASE           | I86            |              |            |            | 0b0100_1 SRM[rrr] not64                                                                              | REG0=GPRv_SB():rw
 | DEC_LOCK             | BINARY         | BASE           | I86            | fe           | mm         | 0b001      | 0xFE MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM() lock_prefix                                           | MEM0:rw:b
 | DEC_LOCK             | BINARY         | BASE           | I86            | ff           | mm         | 0b001      | 0xFF MOD[mm] MOD!=3 REG[0b001] RM[nnn] MODRM() lock_prefix                                           | MEM0:rw:v
 | DIV                  | BINARY         | BASE           | I86            | f6           | mm         | 0b110      | 0xF6 MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODRM()                                                       | MEM0:r:b REG0=XED_REG_AX:rw:SUPP
 | DIV                  | BINARY         | BASE           | I86            | f6           | 0b11       | 0b110      | 0xF6 MOD[0b11] MOD=3 REG[0b110] RM[nnn]                                                              | REG0=GPR8_B():r REG1=XED_REG_AX:rw:SUPP
 | DIV                  | BINARY         | BASE           | I86            | f7           | mm         | 0b110      | 0xF7 MOD[mm] MOD!=3 REG[0b110] RM[nnn] MODRM()                                                       | MEM0:r:v REG0=OrAX():rw:SUPP REG1=OrDX():rw:SUPP
 | DIV                  | BINARY         | BASE           | I86            | f7           | 0b11       | 0b110      | 0xF7 MOD[0b11] MOD=3 REG[0b110] RM[nnn]                                                              | REG0=GPRv_B():r REG1=OrAX():rw:SUPP REG2=OrDX():rw:SUPP
 | IDIV                 | BINARY         | BASE           | I86            | f6           | mm         | 0b111      | 0xF6 MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM()                                                       | MEM0:r:b REG0=XED_REG_AX:rw:SUPP
 | IDIV                 | BINARY         | BASE           | I86            | f6           | 0b11       | 0b111      | 0xF6 MOD[0b11] MOD=3 REG[0b111] RM[nnn]                                                              | REG0=GPR8_B():r REG1=XED_REG_AX:rw:SUPP
 | IDIV                 | BINARY         | BASE           | I86            | f7           | mm         | 0b111      | 0xF7 MOD[mm] MOD!=3 REG[0b111] RM[nnn] MODRM()                                                       | MEM0:r:v REG0=OrAX():rw:SUPP REG1=OrDX():rw:SUPP
 | IDIV                 | BINARY         | BASE           | I86            | f7           | 0b11       | 0b111      | 0xF7 MOD[0b11] MOD=3 REG[0b111] RM[nnn]                                                              | REG0=GPRv_B():r REG1=OrAX():rw:SUPP REG2=OrDX():rw:SUPP
 | IMUL                 | BINARY         | BASE           | I186           | 69           | mm         | rrr        | 0x69 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() SIMMz()                                                 | REG0=GPRv_R():w MEM0:r:v IMM0:r:z
 | IMUL                 | BINARY         | BASE           | I186           | 69           | 0b11       | rrr        | 0x69 MOD[0b11] MOD=3 REG[rrr] RM[nnn] SIMMz()                                                        | REG0=GPRv_R():w REG1=GPRv_B():r IMM0:r:z
 | IMUL                 | BINARY         | BASE           | I186           | 6b           | mm         | rrr        | 0x6B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() SIMM8()                                                 | REG0=GPRv_R():w MEM0:r:v IMM0:r:b:i8
 | IMUL                 | BINARY         | BASE           | I186           | 6b           | 0b11       | rrr        | 0x6B MOD[0b11] MOD=3 REG[rrr] RM[nnn] SIMM8()                                                        | REG0=GPRv_R():w REG1=GPRv_B():r IMM0:r:b:i8
 | IMUL                 | BINARY         | BASE           | I86            | f6           | mm         | 0b101      | 0xF6 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM()                                                       | MEM0:r:b REG0=XED_REG_AL:r:SUPP REG1=XED_REG_AX:w:SUPP
 | IMUL                 | BINARY         | BASE           | I86            | f6           | 0b11       | 0b101      | 0xF6 MOD[0b11] MOD=3 REG[0b101] RM[nnn]                                                              | REG0=GPR8_B():r REG1=XED_REG_AL:r:SUPP REG2=XED_REG_AX:w:SUPP
 | IMUL                 | BINARY         | BASE           | I86            | f7           | mm         | 0b101      | 0xF7 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM()                                                       | MEM0:r:v REG0=OrAX():rw:SUPP REG1=OrDX():w:SUPP
 | IMUL                 | BINARY         | BASE           | I86            | f7           | 0b11       | 0b101      | 0xF7 MOD[0b11] MOD=3 REG[0b101] RM[nnn]                                                              | REG0=GPRv_B():r REG1=OrAX():rw:SUPP REG2=OrDX():w:SUPP
 | IMUL                 | BINARY         | BASE           | I86            | 0f af        | mm         | rrr        | 0x0F 0xAF MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                    | REG0=GPRv_R():rw MEM0:r:v
 | IMUL                 | BINARY         | BASE           | I86            | 0f af        | 0b11       | rrr        | 0x0F 0xAF MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                           | REG0=GPRv_R():rw REG1=GPRv_B():r
 | INC                  | BINARY         | BASE           | I86            | fe           | mm         | 0b000      | 0xFE MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() nolock_prefix                                         | MEM0:rw:b
 | INC                  | BINARY         | BASE           | I86            | fe           | 0b11       | 0b000      | 0xFE MOD[0b11] MOD=3 REG[0b000] RM[nnn]                                                              | REG0=GPR8_B():rw
 | INC                  | BINARY         | BASE           | I86            | ff           | mm         | 0b000      | 0xFF MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() nolock_prefix                                         | MEM0:rw:v
 | INC                  | BINARY         | BASE           | I86            | ff           | 0b11       | 0b000      | 0xFF MOD[0b11] MOD=3 REG[0b000] RM[nnn]                                                              | REG0=GPRv_B():rw
 | INC                  | BINARY         | BASE           | I86            |              |            |            | 0b0100_0 SRM[rrr] not64                                                                              | REG0=GPRv_SB():rw
 | INC_LOCK             | BINARY         | BASE           | I86            | fe           | mm         | 0b000      | 0xFE MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() lock_prefix                                           | MEM0:rw:b
 | INC_LOCK             | BINARY         | BASE           | I86            | ff           | mm         | 0b000      | 0xFF MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() lock_prefix                                           | MEM0:rw:v
 | MUL                  | BINARY         | BASE           | I86            | f6           | mm         | 0b100      | 0xF6 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM()                                                       | MEM0:r:b REG0=XED_REG_AL:r:SUPP REG1=XED_REG_AX:w:SUPP
 | MUL                  | BINARY         | BASE           | I86            | f6           | 0b11       | 0b100      | 0xF6 MOD[0b11] MOD=3 REG[0b100] RM[nnn]                                                              | REG0=GPR8_B():r REG1=XED_REG_AL:r:SUPP REG2=XED_REG_AX:w:SUPP
 | MUL                  | BINARY         | BASE           | I86            | f7           | mm         | 0b100      | 0xF7 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM()                                                       | MEM0:r:v REG0=OrAX():rw:SUPP REG1=OrDX():w:SUPP
 | MUL                  | BINARY         | BASE           | I86            | f7           | 0b11       | 0b100      | 0xF7 MOD[0b11] MOD=3 REG[0b100] RM[nnn]                                                              | REG0=GPRv_B():r REG1=OrAX():rw:SUPP REG2=OrDX():w:SUPP
 | NEG                  | BINARY         | BASE           | I86            | f6           | mm         | 0b011      | 0xF6 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() nolock_prefix                                         | MEM0:rw:b
 | NEG                  | BINARY         | BASE           | I86            | f6           | 0b11       | 0b011      | 0xF6 MOD[0b11] MOD=3 REG[0b011] RM[nnn]                                                              | REG0=GPR8_B():rw
 | NEG                  | BINARY         | BASE           | I86            | f7           | mm         | 0b011      | 0xF7 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() nolock_prefix                                         | MEM0:rw:v
 | NEG                  | BINARY         | BASE           | I86            | f7           | 0b11       | 0b011      | 0xF7 MOD[0b11] MOD=3 REG[0b011] RM[nnn]                                                              | REG0=GPRv_B():rw
 | NEG_LOCK             | BINARY         | BASE           | I86            | f6           | mm         | 0b011      | 0xF6 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() lock_prefix                                           | MEM0:rw:b
 | NEG_LOCK             | BINARY         | BASE           | I86            | f7           | mm         | 0b011      | 0xF7 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() lock_prefix                                           | MEM0:rw:v
 | SBB                  | BINARY         | BASE           | I86            | 80           | mm         | 0b011      | 0x80 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:b IMM0:r:b:i8
 | SBB                  | BINARY         | BASE           | I86            | 80           | 0b11       | 0b011      | 0x80 MOD[0b11] MOD=3 REG[0b011] RM[nnn] SIMM8()                                                      | REG0=GPR8_B():rw IMM0:r:b:i8
 | SBB                  | BINARY         | BASE           | I86            | 81           | mm         | 0b011      | 0x81 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() SIMMz() nolock_prefix                                 | MEM0:rw:v IMM0:r:z
 | SBB                  | BINARY         | BASE           | I86            | 81           | 0b11       | 0b011      | 0x81 MOD[0b11] MOD=3 REG[0b011] RM[nnn] SIMMz()                                                      | REG0=GPRv_B():rw IMM0:r:z
 | SBB                  | BINARY         | BASE           | I86            | 82           | mm         | 0b011      | 0x82 MOD[mm] MOD!=3 REG[0b011] RM[nnn] not64 MODRM() SIMM8() nolock_prefix                           | MEM0:rw:b IMM0:r:b:i8
 | SBB                  | BINARY         | BASE           | I86            | 82           | 0b11       | 0b011      | 0x82 MOD[0b11] MOD=3 REG[0b011] RM[nnn] not64 SIMM8()                                                | REG0=GPR8_B():rw IMM0:r:b:i8
 | SBB                  | BINARY         | BASE           | I86            | 83           | mm         | 0b011      | 0x83 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:v IMM0:r:b:i8
 | SBB                  | BINARY         | BASE           | I86            | 83           | 0b11       | 0b011      | 0x83 MOD[0b11] MOD=3 REG[0b011] RM[nnn] SIMM8()                                                      | REG0=GPRv_B():rw IMM0:r:b:i8
 | SBB                  | BINARY         | BASE           | I86            | 18           | mm         | rrr        | 0x18 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:b REG0=GPR8_R():r
 | SBB                  | BINARY         | BASE           | I86            | 18           | 0b11       | rrr        | 0x18 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_B():rw REG1=GPR8_R():r
 | SBB                  | BINARY         | BASE           | I86            | 19           | mm         | rrr        | 0x19 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:v REG0=GPRv_R():r
 | SBB                  | BINARY         | BASE           | I86            | 19           | 0b11       | rrr        | 0x19 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_B():rw REG1=GPRv_R():r
 | SBB                  | BINARY         | BASE           | I86            | 1a           | 0b11       | rrr        | 0x1A MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_R():rw REG1=GPR8_B():r
 | SBB                  | BINARY         | BASE           | I86            | 1a           | mm         | rrr        | 0x1A MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPR8_R():rw MEM0:r:b
 | SBB                  | BINARY         | BASE           | I86            | 1b           | 0b11       | rrr        | 0x1B MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_R():rw REG1=GPRv_B():r
 | SBB                  | BINARY         | BASE           | I86            | 1b           | mm         | rrr        | 0x1B MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPRv_R():rw MEM0:r:v
 | SBB                  | BINARY         | BASE           | I86            | 1c           |            |            | 0x1C SIMM8()                                                                                         | REG0=XED_REG_AL:rw:IMPL IMM0:r:b:i8
 | SBB                  | BINARY         | BASE           | I86            | 1d           |            |            | 0x1D SIMMz()                                                                                         | REG0=OrAX():rw:IMPL IMM0:r:z
 | SBB_LOCK             | BINARY         | BASE           | I86            | 80           | mm         | 0b011      | 0x80 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:b IMM0:r:b:i8
 | SBB_LOCK             | BINARY         | BASE           | I86            | 81           | mm         | 0b011      | 0x81 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() SIMMz() lock_prefix                                   | MEM0:rw:v IMM0:r:z
 | SBB_LOCK             | BINARY         | BASE           | I86            | 82           | mm         | 0b011      | 0x82 MOD[mm] MOD!=3 REG[0b011] RM[nnn] not64 MODRM() SIMM8() lock_prefix                             | MEM0:rw:b IMM0:r:b:i8
 | SBB_LOCK             | BINARY         | BASE           | I86            | 83           | mm         | 0b011      | 0x83 MOD[mm] MOD!=3 REG[0b011] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:v IMM0:r:b:i8
 | SBB_LOCK             | BINARY         | BASE           | I86            | 18           | mm         | rrr        | 0x18 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:b REG0=GPR8_R():r
