Class               | Category      | Extension     | IsaSet        | BaseCode    | Mod       | Reg       | Pattern                                                                                             | Operands
 | SHLD                 | SHIFT          | BASE           | I386           | 0f a4        | 0b11       | rrr        | 0x0F 0xA4 MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8()                                                   | REG0=GPRv_B():rcw REG1=GPRv_R():r IMM0:r:b
 | SHLD                 | SHIFT          | BASE           | I386           | 0f a5        | mm         | rrr        | 0x0F 0xA5 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                    | MEM0:rcw:v REG0=GPRv_R():r REG1=XED_REG_CL:r:IMPL
 | SHLD                 | SHIFT          | BASE           | I386           | 0f a5        | 0b11       | rrr        | 0x0F 0xA5 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                           | REG0=GPRv_B():rcw REG1=GPRv_R():r REG2=XED_REG_CL:r:IMPL
 | SHR                  | SHIFT          | BASE           | I186           | c0           | mm         | 0b101      | 0xC0 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() UIMM8()                                               | MEM0:rw:b IMM0:r:b
 | SHR                  | SHIFT          | BASE           | I186           | c0           | 0b11       | 0b101      | 0xC0 MOD[0b11] MOD=3 REG[0b101] RM[nnn] UIMM8()                                                      | REG0=GPR8_B():rw IMM0:r:b
 | SHR                  | SHIFT          | BASE           | I186           | c1           | mm         | 0b101      | 0xC1 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() UIMM8()                                               | MEM0:rw:v IMM0:r:b
 | SHR                  | SHIFT          | BASE           | I186           | c1           | 0b11       | 0b101      | 0xC1 MOD[0b11] MOD=3 REG[0b101] RM[nnn] UIMM8()                                                      | REG0=GPRv_B():rw IMM0:r:b
 | SHR                  | SHIFT          | BASE           | I86            | d0           | mm         | 0b101      | 0xD0 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() ONE()                                                 | MEM0:rw:b IMM0:r:b:IMPL
 | SHR                  | SHIFT          | BASE           | I86            | d0           | 0b11       | 0b101      | 0xD0 MOD[0b11] MOD=3 REG[0b101] RM[nnn] ONE()                                                        | REG0=GPR8_B():rw IMM0:r:b:IMPL
 | SHR                  | SHIFT          | BASE           | I86            | d1           | mm         | 0b101      | 0xD1 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM() ONE()                                                 | MEM0:rw:v IMM0:r:b:IMPL
 | SHR                  | SHIFT          | BASE           | I86            | d1           | 0b11       | 0b101      | 0xD1 MOD[0b11] MOD=3 REG[0b101] RM[nnn] ONE()                                                        | REG0=GPRv_B():rw IMM0:r:b:IMPL
 | SHR                  | SHIFT          | BASE           | I86            | d2           | mm         | 0b101      | 0xD2 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM()                                                       | MEM0:rw:b REG0=XED_REG_CL:r:IMPL
 | SHR                  | SHIFT          | BASE           | I86            | d2           | 0b11       | 0b101      | 0xD2 MOD[0b11] MOD=3 REG[0b101] RM[nnn]                                                              | REG0=GPR8_B():rw REG1=XED_REG_CL:r:IMPL
 | SHR                  | SHIFT          | BASE           | I86            | d3           | mm         | 0b101      | 0xD3 MOD[mm] MOD!=3 REG[0b101] RM[nnn] MODRM()                                                       | MEM0:rw:v REG0=XED_REG_CL:r:IMPL
 | SHR                  | SHIFT          | BASE           | I86            | d3           | 0b11       | 0b101      | 0xD3 MOD[0b11] MOD=3 REG[0b101] RM[nnn]                                                              | REG0=GPRv_B():rw REG1=XED_REG_CL:r:IMPL
 | SHRD                 | SHIFT          | BASE           | I386           | 0f ac        | mm         | rrr        | 0x0F 0xAC MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() UIMM8()                                            | MEM0:rcw:v REG0=GPRv_R():r IMM0:r:b
 | SHRD                 | SHIFT          | BASE           | I386           | 0f ac        | 0b11       | rrr        | 0x0F 0xAC MOD[0b11] MOD=3 REG[rrr] RM[nnn] UIMM8()                                                   | REG0=GPRv_B():rcw REG1=GPRv_R():r IMM0:r:b
 | SHRD                 | SHIFT          | BASE           | I386           | 0f ad        | mm         | rrr        | 0x0F 0xAD MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                    | MEM0:rcw:v REG0=GPRv_R():r REG1=XED_REG_CL:r:IMPL
 | SHRD                 | SHIFT          | BASE           | I386           | 0f ad        | 0b11       | rrr        | 0x0F 0xAD MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                           | REG0=GPRv_B():rcw REG1=GPRv_R():r REG2=XED_REG_CL:r:IMPL
