Class               | Category      | Extension     | IsaSet        | BaseCode    | Mod       | Reg       | Pattern                                                                                             | Operands
 | COMISD               | SSE            | SSE2           |                | 0f 2f        | 0b11       | rrr        | 0x0F 0x2F osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():r:sd REG1=XMM_B():r:sd
 | CVTDQ2PD             | CONVERT        | SSE2           |                | 0f e6        | mm         | rrr        | 0x0F 0xE6 f3_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():w:pd:f64 MEM0:r:q:i32
 | CVTDQ2PD             | CONVERT        | SSE2           |                | 0f e6        | 0b11       | rrr        | 0x0F 0xE6 f3_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():w:pd:f64 REG1=XMM_B():r:q:i32
 | CVTDQ2PS             | CONVERT        | SSE2           |                | 0f 5b        | mm         | rrr        | 0x0F 0x5B no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()                                | REG0=XMM_R():w:ps:f32 MEM0:r:dq:i32
 | CVTDQ2PS             | CONVERT        | SSE2           |                | 0f 5b        | 0b11       | rrr        | 0x0F 0x5B no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                        | REG0=XMM_R():w:ps:f32 REG1=XMM_B():r:dq:i32
 | CVTPD2DQ             | CONVERT        | SSE2           |                | 0f e6        | mm         | rrr        | 0x0F 0xE6 f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():w:dq:i32 MEM0:r:pd:f64
 | CVTPD2DQ             | CONVERT        | SSE2           |                | 0f e6        | 0b11       | rrr        | 0x0F 0xE6 f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():w:dq:i32 REG1=XMM_B():r:pd:f64
 | CVTPD2PI             | CONVERT        | SSE2           |                | 0f 2d        | mm         | rrr        | 0x0F 0x2D osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=MMX_R():w:q:i32 MEM0:r:pd:f64
 | CVTPD2PI             | CONVERT        | SSE2           |                | 0f 2d        | 0b11       | rrr        | 0x0F 0x2D osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=MMX_R():w:q:i32 REG1=XMM_B():r:pd:f64
 | CVTPD2PS             | CONVERT        | SSE2           |                | 0f 5a        | mm         | rrr        | 0x0F 0x5A osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:ps:f32 MEM0:r:pd:f64
 | CVTPD2PS             | CONVERT        | SSE2           |                | 0f 5a        | 0b11       | rrr        | 0x0F 0x5A osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():w:ps:f32 REG1=XMM_B():r:pd:f64
 | CVTPI2PD             | CONVERT        | SSE2           |                | 0f 2a        | mm         | rrr        | 0x0F 0x2A osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:pd:f64 MEM0:r:q:i32
 | CVTPI2PD             | CONVERT        | SSE2           |                | 0f 2a        | 0b11       | rrr        | 0x0F 0x2A osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():w:pd:f64 REG1=MMX_B():r:q:i32
 | CVTPS2DQ             | CONVERT        | SSE2           |                | 0f 5b        | mm         | rrr        | 0x0F 0x5B osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:dq:i32 MEM0:r:ps:f32
 | CVTPS2DQ             | CONVERT        | SSE2           |                | 0f 5b        | 0b11       | rrr        | 0x0F 0x5B osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():w:dq:i32 REG1=XMM_B():r:ps:f32
 | CVTPS2PD             | CONVERT        | SSE2           |                | 0f 5a        | mm         | rrr        | 0x0F 0x5A no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()                                | REG0=XMM_R():w:pd:f64 MEM0:r:q:f32
 | CVTPS2PD             | CONVERT        | SSE2           |                | 0f 5a        | 0b11       | rrr        | 0x0F 0x5A no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                        | REG0=XMM_R():w:pd:f64 REG1=XMM_B():r:q:f32
 | CVTSD2SI             | CONVERT        | SSE2           |                | 0f 2d        | mm         | rrr        | 0x0F 0x2D f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() norexw_prefix MODRM()       | REG0=GPR32_R():w:d:i32 MEM0:r:sd:f64
 | CVTSD2SI             | CONVERT        | SSE2           |                | 0f 2d        | 0b11       | rrr        | 0x0F 0x2D f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66() norexw_prefix              | REG0=GPR32_R():w:d:i32 REG1=XMM_B():r:sd:f64
 | CVTSD2SI             | CONVERT        | SSE2           |                | 0f 2d        | mm         | rrr        | 0x0F 0x2D f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() rexw_prefix MODRM()         | REG0=GPR64_R():w:q:i64 MEM0:r:sd:f64
 | CVTSD2SI             | CONVERT        | SSE2           |                | 0f 2d        | 0b11       | rrr        | 0x0F 0x2D f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66() rexw_prefix                | REG0=GPR64_R():w:q:i64 REG1=XMM_B():r:sd:f64
 | CVTSD2SS             | CONVERT        | SSE2           |                | 0f 5a        | mm         | rrr        | 0x0F 0x5A f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():w:ss:f32 MEM0:r:sd:f64
 | CVTSD2SS             | CONVERT        | SSE2           |                | 0f 5a        | 0b11       | rrr        | 0x0F 0x5A f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():w:ss:f32 REG1=XMM_B():r:sd:f64
 | CVTSI2SD             | CONVERT        | SSE2           |                | 0f 2a        | mm         | rrr        | 0x0F 0x2A f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() norexw_prefix MODRM()       | REG0=XMM_R():w:sd:f64 MEM0:r:d:i32
 | CVTSI2SD             | CONVERT        | SSE2           |                | 0f 2a        | 0b11       | rrr        | 0x0F 0x2A f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66() norexw_prefix              | REG0=XMM_R():w:sd:f64 REG1=GPR32_B():r:d:i32
 | CVTSI2SD             | CONVERT        | SSE2           |                | 0f 2a        | mm         | rrr        | 0x0F 0x2A f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() rexw_prefix MODRM()         | REG0=XMM_R():w:sd:f64 MEM0:r:q:i64
 | CVTSI2SD             | CONVERT        | SSE2           |                | 0f 2a        | 0b11       | rrr        | 0x0F 0x2A f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66() rexw_prefix                | REG0=XMM_R():w:sd:f64 REG1=GPR64_B():r:q:i64
 | CVTSS2SD             | CONVERT        | SSE2           |                | 0f 5a        | mm         | rrr        | 0x0F 0x5A f3_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():w:sd:f64 MEM0:r:ss:f32
 | CVTSS2SD             | CONVERT        | SSE2           |                | 0f 5a        | 0b11       | rrr        | 0x0F 0x5A f3_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():w:sd:f64 REG1=XMM_B():r:ss:f32
 | CVTTPD2DQ            | CONVERT        | SSE2           |                | 0f e6        | mm         | rrr        | 0x0F 0xE6 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:dq:i32 MEM0:r:pd:f64
 | CVTTPD2DQ            | CONVERT        | SSE2           |                | 0f e6        | 0b11       | rrr        | 0x0F 0xE6 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():w:dq:i32 REG1=XMM_B():r:pd:f64
 | CVTTPD2PI            | CONVERT        | SSE2           |                | 0f 2c        | mm         | rrr        | 0x0F 0x2C osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=MMX_R():w:q:i32 MEM0:r:pd:f64
 | CVTTPD2PI            | CONVERT        | SSE2           |                | 0f 2c        | 0b11       | rrr        | 0x0F 0x2C osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=MMX_R():w:q:i32 REG1=XMM_B():r:pd:f64
 | CVTTPS2DQ            | CONVERT        | SSE2           |                | 0f 5b        | mm         | rrr        | 0x0F 0x5B f3_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():w:dq:i32 MEM0:r:ps:f32
 | CVTTPS2DQ            | CONVERT        | SSE2           |                | 0f 5b        | 0b11       | rrr        | 0x0F 0x5B f3_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():w:dq:i32 REG1=XMM_B():r:ps:f32
 | CVTTSD2SI            | CONVERT        | SSE2           |                | 0f 2c        | mm         | rrr        | 0x0F 0x2C f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() norexw_prefix MODRM()       | REG0=GPR32_R():w:d:i32 MEM0:r:sd:f64
 | CVTTSD2SI            | CONVERT        | SSE2           |                | 0f 2c        | 0b11       | rrr        | 0x0F 0x2C f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66() norexw_prefix              | REG0=GPR32_R():w:d:i32 REG1=XMM_B():r:sd:f64
 | CVTTSD2SI            | CONVERT        | SSE2           |                | 0f 2c        | mm         | rrr        | 0x0F 0x2C f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() rexw_prefix MODRM()         | REG0=GPR64_R():w:q:i64 MEM0:r:sd:f64
 | CVTTSD2SI            | CONVERT        | SSE2           |                | 0f 2c        | 0b11       | rrr        | 0x0F 0x2C f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66() rexw_prefix                | REG0=GPR64_R():w:q:i64 REG1=XMM_B():r:sd:f64
 | DIVPD                | SSE            | SSE2           |                | 0f 5e        | mm         | rrr        | 0x0F 0x5E osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():rw:pd MEM0:r:pd
 | DIVPD                | SSE            | SSE2           |                | 0f 5e        | 0b11       | rrr        | 0x0F 0x5E osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():rw:pd REG1=XMM_B():r:pd
 | DIVSD                | SSE            | SSE2           |                | 0f 5e        | mm         | rrr        | 0x0F 0x5E f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():rw:sd MEM0:r:sd
 | DIVSD                | SSE            | SSE2           |                | 0f 5e        | 0b11       | rrr        | 0x0F 0x5E f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():rw:sd REG1=XMM_B():r:sd
 | LFENCE               | MISC           | SSE2           | SSE2           | 0f ae        | 0b11       | 0b101      | 0x0F 0xAE  MOD[0b11] MOD=3 REG[0b101] RM[nnn] no_refining_prefix                                     | 
 | MASKMOVDQU           | DATAXFER       | SSE2           |                | 0f f7        | 0b11       | rrr        | 0x0F 0xF7 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() OVERRIDE_SEG0()         | REG0=XMM_R():r:dq REG1=XMM_B():r:dq MEM0:w:dq:SUPP BASE0=ArDI():r:SUPP SEG0=FINAL_DSEG():r:SUPP
 | MAXPD                | SSE            | SSE2           |                | 0f 5f        | mm         | rrr        | 0x0F 0x5F osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():rw:pd MEM0:r:pd
 | MAXPD                | SSE            | SSE2           |                | 0f 5f        | 0b11       | rrr        | 0x0F 0x5F osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():rw:pd REG1=XMM_B():r:pd
 | MAXSD                | SSE            | SSE2           |                | 0f 5f        | mm         | rrr        | 0x0F 0x5F f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():rw:sd MEM0:r:sd
 | MAXSD                | SSE            | SSE2           |                | 0f 5f        | 0b11       | rrr        | 0x0F 0x5F f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():rw:sd REG1=XMM_B():r:sd
 | MFENCE               | MISC           | SSE2           | SSE2           | 0f ae        | 0b11       | 0b110      | 0x0F 0xAE  MOD[0b11] MOD=3 REG[0b110] RM[nnn] no_refining_prefix                                     | 
 | MINPD                | SSE            | SSE2           |                | 0f 5d        | mm         | rrr        | 0x0F 0x5D osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():rw:pd MEM0:r:pd
 | MINPD                | SSE            | SSE2           |                | 0f 5d        | 0b11       | rrr        | 0x0F 0x5D osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():rw:pd REG1=XMM_B():r:pd
 | MINSD                | SSE            | SSE2           |                | 0f 5d        | mm         | rrr        | 0x0F 0x5D f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():rw:sd MEM0:r:sd
 | MINSD                | SSE            | SSE2           |                | 0f 5d        | 0b11       | rrr        | 0x0F 0x5D f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():rw:sd REG1=XMM_B():r:sd
 | MOVAPD               | DATAXFER       | SSE2           |                | 0f 28        | mm         | rrr        | 0x0F 0x28 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:pd MEM0:r:pd
 | MOVAPD               | DATAXFER       | SSE2           |                | 0f 28        | 0b11       | rrr        | 0x0F 0x28 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():w:pd REG1=XMM_B():r:pd
 | MOVAPD               | DATAXFER       | SSE2           |                | 0f 29        | mm         | rrr        | 0x0F 0x29 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | MEM0:w:pd REG0=XMM_R():r:pd
 | MOVAPD               | DATAXFER       | SSE2           |                | 0f 29        | 0b11       | rrr        | 0x0F 0x29 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_B():w:pd REG1=XMM_R():r:pd
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 6e        | mm         | rrr        | 0x0F 0x6E osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() mode64 norexw_prefix MODRM() | REG0=XMM_R():w:dq MEM0:r:d
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 6e        | 0b11       | rrr        | 0x0F 0x6E osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() mode64 norexw_prefix    | REG0=XMM_R():w:dq REG1=GPR32_B():r
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 6e        | mm         | rrr        | 0x0F 0x6E osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() not64 MODRM()            | REG0=XMM_R():w:dq MEM0:r:d
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 6e        | 0b11       | rrr        | 0x0F 0x6E osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() not64                   | REG0=XMM_R():w:dq REG1=GPR32_B():r
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 7e        | mm         | rrr        | 0x0F 0x7E osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() mode64 norexw_prefix  MODRM() | MEM0:w:d REG0=XMM_R():r:d
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 7e        | 0b11       | rrr        | 0x0F 0x7E osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() mode64 norexw_prefix    | REG0=GPR32_B():w REG1=XMM_R():r:d
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 7e        | mm         | rrr        | 0x0F 0x7E osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() not64 MODRM()            | MEM0:w:d REG0=XMM_R():r:d
 | MOVD                 | DATAXFER       | SSE2           |                | 0f 7e        | 0b11       | rrr        | 0x0F 0x7E osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() not64                   | REG0=GPR32_B():w REG1=XMM_R():r:d
 | MOVDQ2Q              | DATAXFER       | SSE2           |                | 0f d6        | 0b11       | rrr        | 0x0F 0xD6 f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=MMX_R():w:q:u64 REG1=XMM_B():r:q:u64
 | MOVDQA               | DATAXFER       | SSE2           |                | 0f 7f        | mm         | rrr        | 0x0F 0x7F osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | MEM0:w:dq REG0=XMM_R():r:dq
 | MOVDQA               | DATAXFER       | SSE2           |                | 0f 7f        | 0b11       | rrr        | 0x0F 0x7F osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_B():w:dq REG1=XMM_R():r:dq
 | MOVDQA               | DATAXFER       | SSE2           |                | 0f 6f        | mm         | rrr        | 0x0F 0x6F osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:dq MEM0:r:dq
 | MOVDQA               | DATAXFER       | SSE2           |                | 0f 6f        | 0b11       | rrr        | 0x0F 0x6F osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():w:dq REG1=XMM_B():r:dq
 | MOVDQU               | DATAXFER       | SSE2           |                | 0f 6f        | mm         | rrr        | 0x0F 0x6F f3_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():w:dq MEM0:r:dq
 | MOVDQU               | DATAXFER       | SSE2           |                | 0f 6f        | 0b11       | rrr        | 0x0F 0x6F f3_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():w:dq REG1=XMM_B():r:dq
 | MOVDQU               | DATAXFER       | SSE2           |                | 0f 7f        | mm         | rrr        | 0x0F 0x7F f3_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | MEM0:w:dq REG0=XMM_R():r:dq
 | MOVDQU               | DATAXFER       | SSE2           |                | 0f 7f        | 0b11       | rrr        | 0x0F 0x7F f3_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_B():w:dq REG1=XMM_R():r:dq
 | MOVHPD               | DATAXFER       | SSE2           |                | 0f 16        | mm         | rrr        | 0x0F 0x16 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:sd MEM0:r:q
 | MOVHPD               | DATAXFER       | SSE2           |                | 0f 17        | mm         | rrr        | 0x0F 0x17 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | MEM0:w:q REG0=XMM_R():r:sd
 | MOVLPD               | DATAXFER       | SSE2           |                | 0f 12        | mm         | rrr        | 0x0F 0x12 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():w:sd MEM0:r:q
 | MOVLPD               | DATAXFER       | SSE2           |                | 0f 13        | mm         | rrr        | 0x0F 0x13 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | MEM0:w:q REG0=XMM_R():r:sd
 | MOVMSKPD             | DATAXFER       | SSE2           |                | 0f 50        | 0b11       | rrr        | 0x0F 0x50 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=GPR32_R():w REG1=XMM_B():r:pd
 | MOVNTDQ              | DATAXFER       | SSE2           |                | 0f e7        | mm         | rrr        | 0x0F 0xE7 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | MEM0:w:dq REG0=XMM_R():r:dq
 | MOVNTI               | DATAXFER       | SSE2           |                | 0f c3        | mm         | rrr        | 0x0F 0xC3 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  not64 MODRM()                          | MEM0:w:d REG0=GPR32_R():r
 | MOVNTI               | DATAXFER       | SSE2           |                | 0f c3        | mm         | rrr        | 0x0F 0xC3 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  mode64 norexw_prefix MODRM()           | MEM0:w:d REG0=GPR32_R():r
 | MOVNTI               | DATAXFER       | SSE2           |                | 0f c3        | mm         | rrr        | 0x0F 0xC3 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  mode64 rexw_prefix MODRM()             | MEM0:w:q REG0=GPR64_R():r
 | MOVNTPD              | DATAXFER       | SSE2           |                | 0f 2b        | mm         | rrr        | 0x0F 0x2B osz_refining_prefix REFINING66() MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                   | MEM0:w:dq REG0=XMM_R():r:pd
 | MOVQ                 | DATAXFER       | SSE2           |                | 0f 6e        | mm         | rrr        | 0x0F 0x6E osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() mode64 rexw_prefix MODRM() | REG0=XMM_R():w:dq MEM0:r:q
 | MOVQ                 | DATAXFER       | SSE2           |                | 0f 6e        | 0b11       | rrr        | 0x0F 0x6E osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() mode64 rexw_prefix      | REG0=XMM_R():w:dq REG1=GPR64_B():r
 | MOVQ                 | DATAXFER       | SSE2           |                | 0f 7e        | mm         | rrr        | 0x0F 0x7E osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() mode64 rexw_prefix MODRM() | MEM0:w:q REG0=XMM_R():r:q
 | MOVQ                 | DATAXFER       | SSE2           |                | 0f 7e        | 0b11       | rrr        | 0x0F 0x7E osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66() mode64 rexw_prefix      | REG0=GPR64_B():w REG1=XMM_R():r:q
 | MOVQ                 | DATAXFER       | SSE2           |                | 0f d6        | mm         | rrr        | 0x0F 0xD6 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | MEM0:w:q REG0=XMM_R():r:q
