| TypeName                        | Index   | Name                            | Hex       | BitString                       | Description
| OpCodeOperandKind               | 16      | r32_or_mem_mpx                  | 10        |                                 | 32-bit GPR or memory, MPX: 16/32-bit mode: must be 32-bit addressing, 64-bit mode: 64-bit addressing is forced
| OpCodeOperandKind               | 17      | r64_or_mem                      | 11        |                                 | 64-bit GPR or memory
| OpCodeOperandKind               | 18      | r64_or_mem_mpx                  | 12        |                                 | 64-bit GPR or memory, MPX: 16/32-bit mode: must be 32-bit addressing, 64-bit mode: 64-bit addressing is forced
| OpCodeOperandKind               | 19      | mm_or_mem                       | 13        |                                 | MM register or memory
| OpCodeOperandKind               | 20      | xmm_or_mem                      | 14        |                                 | XMM register or memory
| OpCodeOperandKind               | 21      | ymm_or_mem                      | 15        |                                 | YMM register or memory
| OpCodeOperandKind               | 22      | zmm_or_mem                      | 16        |                                 | ZMM register or memory
| OpCodeOperandKind               | 23      | bnd_or_mem_mpx                  | 17        |                                 | BND register or memory, MPX: 16/32-bit mode: must be 32-bit addressing, 64-bit mode: 64-bit addressing is forced
| OpCodeOperandKind               | 24      | k_or_mem                        | 18        |                                 | K register or memory
| OpCodeOperandKind               | 25      | r8_reg                          | 19        |                                 | 8-bit GPR encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 26      | r8_opcode                       | 1a        |                                 | 8-bit GPR encoded in the low 3 bits of the opcode
| OpCodeOperandKind               | 27      | r16_reg                         | 1b        |                                 | 16-bit GPR encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 28      | r16_reg_mem                     | 1c        |                                 | 16-bit GPR encoded in the #(c:reg)# field of the modrm byte. This is a memory operand and it uses the address size prefix (#(c:67h)#) not the operand size prefix (#(c:66h)#).
| OpCodeOperandKind               | 29      | r16_rm                          | 1d        |                                 | 16-bit GPR encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 30      | r16_opcode                      | 1e        |                                 | 16-bit GPR encoded in the low 3 bits of the opcode
| OpCodeOperandKind               | 31      | r32_reg                         | 1f        |                                 | 32-bit GPR encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 32      | r32_reg_mem                     | 20        |                                 | 32-bit GPR encoded in the #(c:reg)# field of the modrm byte. This is a memory operand and it uses the address size prefix (#(c:67h)#) not the operand size prefix (#(c:66h)#).
| OpCodeOperandKind               | 33      | r32_rm                          | 21        |                                 | 32-bit GPR encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 34      | r32_opcode                      | 22        |                                 | 32-bit GPR encoded in the low 3 bits of the opcode
| OpCodeOperandKind               | 35      | r32_vvvv                        | 23        |                                 | 32-bit GPR encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 36      | r64_reg                         | 24        |                                 | 64-bit GPR encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 37      | r64_reg_mem                     | 25        |                                 | 64-bit GPR encoded in the #(c:reg)# field of the modrm byte. This is a memory operand and it uses the address size prefix (#(c:67h)#) not the operand size prefix (#(c:66h)#).
| OpCodeOperandKind               | 38      | r64_rm                          | 26        |                                 | 64-bit GPR encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 39      | r64_opcode                      | 27        |                                 | 64-bit GPR encoded in the low 3 bits of the opcode
| OpCodeOperandKind               | 40      | r64_vvvv                        | 28        |                                 | 64-bit GPR encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 41      | seg_reg                         | 29        |                                 | Segment register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 42      | k_reg                           | 2a        |                                 | K register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 43      | kp1_reg                         | 2b        |                                 | K register (+1) encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 44      | k_rm                            | 2c        |                                 | K register encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 45      | k_vvvv                          | 2d        |                                 | K register encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 46      | mm_reg                          | 2e        |                                 | MM register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 47      | mm_rm                           | 2f        |                                 | MM register encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 48      | xmm_reg                         | 30        |                                 | XMM register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 49      | xmm_rm                          | 31        |                                 | XMM register encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 50      | xmm_vvvv                        | 32        |                                 | XMM register encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 51      | xmmp3_vvvv                      | 33        |                                 | XMM register (+3) encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 52      | xmm_is4                         | 34        |                                 | XMM register encoded in the the high 4 bits of the last 8-bit immediate (VEX/XOP only so only XMM0-XMM15)
| OpCodeOperandKind               | 53      | xmm_is5                         | 35        |                                 | XMM register encoded in the the high 4 bits of the last 8-bit immediate (VEX/XOP only so only XMM0-XMM15)
| OpCodeOperandKind               | 54      | ymm_reg                         | 36        |                                 | YMM register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 55      | ymm_rm                          | 37        |                                 | YMM register encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 56      | ymm_vvvv                        | 38        |                                 | YMM register encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 57      | ymm_is4                         | 39        |                                 | YMM register encoded in the the high 4 bits of the last 8-bit immediate (VEX/XOP only so only YMM0-YMM15)
| OpCodeOperandKind               | 58      | ymm_is5                         | 3a        |                                 | YMM register encoded in the the high 4 bits of the last 8-bit immediate (VEX/XOP only so only YMM0-YMM15)
| OpCodeOperandKind               | 59      | zmm_reg                         | 3b        |                                 | ZMM register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 60      | zmm_rm                          | 3c        |                                 | ZMM register encoded in the #(c:mod + r/m)# fields of the modrm byte
| OpCodeOperandKind               | 61      | zmm_vvvv                        | 3d        |                                 | ZMM register encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 62      | zmmp3_vvvv                      | 3e        |                                 | ZMM register (+3) encoded in the the #(c:V'vvvv)# field (VEX/EVEX/XOP)
| OpCodeOperandKind               | 63      | cr_reg                          | 3f        |                                 | CR register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 64      | dr_reg                          | 40        |                                 | DR register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 65      | tr_reg                          | 41        |                                 | TR register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 66      | bnd_reg                         | 42        |                                 | BND register encoded in the #(c:reg)# field of the modrm byte
| OpCodeOperandKind               | 67      | es                              | 43        |                                 | ES register
| OpCodeOperandKind               | 68      | cs                              | 44        |                                 | CS register
| OpCodeOperandKind               | 69      | ss                              | 45        |                                 | SS register
| OpCodeOperandKind               | 70      | ds                              | 46        |                                 | DS register
| OpCodeOperandKind               | 71      | fs                              | 47        |                                 | FS register
| OpCodeOperandKind               | 72      | gs                              | 48        |                                 | GS register
| OpCodeOperandKind               | 73      | al                              | 49        |                                 | AL register
| OpCodeOperandKind               | 74      | cl                              | 4a        |                                 | CL register
| OpCodeOperandKind               | 75      | ax                              | 4b        |                                 | AX register
| OpCodeOperandKind               | 76      | dx                              | 4c        |                                 | DX register
| OpCodeOperandKind               | 77      | eax                             | 4d        |                                 | EAX register
| OpCodeOperandKind               | 78      | rax                             | 4e        |                                 | RAX register
| OpCodeOperandKind               | 79      | st0                             | 4f        |                                 | ST0 register
| OpCodeOperandKind               | 80      | sti_opcode                      | 50        |                                 | ST(i) register encoded in the low 3 bits of the opcode
| OpCodeOperandKind               | 81      | imm2_m2z                        | 51        |                                 | 2-bit immediate (m2z field, low 2 bits of the /is5 immediate, eg. #(c:VPERMIL2PS)#)
| OpCodeOperandKind               | 82      | imm8                            | 52        |                                 | 8-bit immediate
| OpCodeOperandKind               | 83      | imm8_const_1                    | 53        |                                 | Constant 1 (8-bit immediate)
| OpCodeOperandKind               | 84      | imm8sex16                       | 54        |                                 | 8-bit immediate sign extended to 16 bits
| OpCodeOperandKind               | 85      | imm8sex32                       | 55        |                                 | 8-bit immediate sign extended to 32 bits
| OpCodeOperandKind               | 86      | imm8sex64                       | 56        |                                 | 8-bit immediate sign extended to 64 bits
| OpCodeOperandKind               | 87      | imm16                           | 57        |                                 | 16-bit immediate
| OpCodeOperandKind               | 88      | imm32                           | 58        |                                 | 32-bit immediate
| OpCodeOperandKind               | 89      | imm32sex64                      | 59        |                                 | 32-bit immediate sign extended to 64 bits
| OpCodeOperandKind               | 90      | imm64                           | 5a        |                                 | 64-bit immediate
| OpCodeOperandKind               | 91      | seg_rSI                         | 5b        |                                 | #(c:seg:[rSI])# memory operand (string instructions)
| OpCodeOperandKind               | 92      | es_rDI                          | 5c        |                                 | #(c:es:[rDI])# memory operand (string instructions)
| OpCodeOperandKind               | 93      | seg_rDI                         | 5d        |                                 | #(c:seg:[rDI])# memory operand (#(c:(V)MASKMOVQ)# instructions)
| OpCodeOperandKind               | 94      | seg_rBX_al                      | 5e        |                                 | #(c:seg:[rBX+al])# memory operand (#(c:XLATB)# instruction)
| OpCodeOperandKind               | 95      | br16_1                          | 5f        |                                 | 16-bit branch, 1-byte signed relative offset
| OpCodeOperandKind               | 96      | br32_1                          | 60        |                                 | 32-bit branch, 1-byte signed relative offset
| OpCodeOperandKind               | 97      | br64_1                          | 61        |                                 | 64-bit branch, 1-byte signed relative offset
| OpCodeOperandKind               | 98      | br16_2                          | 62        |                                 | 16-bit branch, 2-byte signed relative offset
| OpCodeOperandKind               | 99      | br32_4                          | 63        |                                 | 32-bit branch, 4-byte signed relative offset
| OpCodeOperandKind               | 100     | br64_4                          | 64        |                                 | 64-bit branch, 4-byte signed relative offset
| OpCodeOperandKind               | 101     | xbegin_2                        | 65        |                                 | #(c:XBEGIN)#, 2-byte signed relative offset
| OpCodeOperandKind               | 102     | xbegin_4                        | 66        |                                 | #(c:XBEGIN)#, 4-byte signed relative offset
| OpCodeOperandKind               | 103     | brdisp_2                        | 67        |                                 | 2-byte branch offset (#(c:JMPE)# instruction)
| OpCodeOperandKind               | 104     | brdisp_4                        | 68        |                                 | 4-byte branch offset (#(c:JMPE)# instruction)
