Class               | Category      | Extension     | IsaSet        | BaseCode    | Mod       | Reg       | Pattern                                                                                             | Operands
 | ADC_LOCK             | BINARY         | BASE           | I86            | 81           | mm         | 0b010      | 0x81 MOD[mm] MOD!=3 REG[0b010] RM[nnn] MODRM() SIMMz() lock_prefix                                   | MEM0:rw:v IMM0:r:z
 | ADC_LOCK             | BINARY         | BASE           | I86            | 82           | mm         | 0b010      | 0x82 MOD[mm] MOD!=3 REG[0b010] RM[nnn] not64 MODRM() SIMM8() lock_prefix                             | MEM0:rw:b IMM0:r:b:i8
 | ADC_LOCK             | BINARY         | BASE           | I86            | 83           | mm         | 0b010      | 0x83 MOD[mm] MOD!=3 REG[0b010] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:v IMM0:r:b:i8
 | ADC_LOCK             | BINARY         | BASE           | I86            | 10           | mm         | rrr        | 0x10 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:b REG0=GPR8_R():r
 | ADC_LOCK             | BINARY         | BASE           | I86            | 11           | mm         | rrr        | 0x11 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:v REG0=GPRv_R():r
 | ADCX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | 0b11       | rrr        | 0x0F 0x38 0xF6  MOD[0b11] MOD=3 REG[rrr] RM[nnn] osz_refining_prefix W0  IMMUNE66()                  | REG0=GPR32_R():rw:d REG1=GPR32_B():r:d
 | ADCX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | mm         | rrr        | 0x0F 0x38 0xF6   MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() osz_refining_prefix W0  IMMUNE66()          | REG0=GPR32_R():rw:d MEM0:r:d
 | ADCX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | 0b11       | rrr        | 0x0F 0x38 0xF6  MOD[0b11] MOD=3 REG[rrr] RM[nnn] osz_refining_prefix  W1 IMMUNE66() mode64           | REG0=GPR64_R():rw:q  REG1=GPR64_B():r:q
 | ADCX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | mm         | rrr        | 0x0F 0x38 0xF6  MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM() osz_refining_prefix  W1  IMMUNE66() mode64  | REG0=GPR64_R():rw:q  MEM0:r:q
 | ADD                  | BINARY         | BASE           | I86            | 80           | mm         | 0b000      | 0x80 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:b IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 80           | 0b11       | 0b000      | 0x80 MOD[0b11] MOD=3 REG[0b000] RM[nnn] SIMM8()                                                      | REG0=GPR8_B():rw IMM0:r:b
 | ADD                  | BINARY         | BASE           | I86            | 81           | mm         | 0b000      | 0x81 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMMz() nolock_prefix                                 | MEM0:rw:v IMM0:r:z
 | ADD                  | BINARY         | BASE           | I86            | 81           | 0b11       | 0b000      | 0x81 MOD[0b11] MOD=3 REG[0b000] RM[nnn] SIMMz()                                                      | REG0=GPRv_B():rw IMM0:r:z
 | ADD                  | BINARY         | BASE           | I86            | 82           | mm         | 0b000      | 0x82 MOD[mm] MOD!=3 REG[0b000] RM[nnn] not64 MODRM() SIMM8() nolock_prefix                           | MEM0:rw:b IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 82           | 0b11       | 0b000      | 0x82 MOD[0b11] MOD=3 REG[0b000] RM[nnn] not64 SIMM8()                                                | REG0=GPR8_B():rw IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 83           | mm         | 0b000      | 0x83 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:v IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 83           | 0b11       | 0b000      | 0x83 MOD[0b11] MOD=3 REG[0b000] RM[nnn] SIMM8()                                                      | REG0=GPRv_B():rw IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 00           | mm         | rrr        | 0x00 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:b REG0=GPR8_R():r
 | ADD                  | BINARY         | BASE           | I86            | 00           | 0b11       | rrr        | 0x00 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_B():rw REG1=GPR8_R():r
 | ADD                  | BINARY         | BASE           | I86            | 01           | mm         | rrr        | 0x01 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:v REG0=GPRv_R():r
 | ADD                  | BINARY         | BASE           | I86            | 01           | 0b11       | rrr        | 0x01 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_B():rw REG1=GPRv_R():r
 | ADD                  | BINARY         | BASE           | I86            | 02           | mm         | rrr        | 0x02 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPR8_R():rw MEM0:r:b
 | ADD                  | BINARY         | BASE           | I86            | 02           | 0b11       | rrr        | 0x02 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_R():rw REG1=GPR8_B():r
 | ADD                  | BINARY         | BASE           | I86            | 03           | mm         | rrr        | 0x03 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPRv_R():rw MEM0:r:v
 | ADD                  | BINARY         | BASE           | I86            | 03           | 0b11       | rrr        | 0x03 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_R():rw REG1=GPRv_B():r
 | ADD                  | BINARY         | BASE           | I86            | 04           |            |            | 0x04 SIMM8()                                                                                         | REG0=XED_REG_AL:rw:IMPL IMM0:r:b:i8
 | ADD                  | BINARY         | BASE           | I86            | 05           |            |            | 0x05 SIMMz()                                                                                         | REG0=OrAX():rw:IMPL IMM0:r:z
 | ADD_LOCK             | BINARY         | BASE           | I86            | 80           | mm         | 0b000      | 0x80 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:b IMM0:r:b:i8
 | ADD_LOCK             | BINARY         | BASE           | I86            | 81           | mm         | 0b000      | 0x81 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMMz() lock_prefix                                   | MEM0:rw:v IMM0:r:z
 | ADD_LOCK             | BINARY         | BASE           | I86            | 82           | mm         | 0b000      | 0x82 MOD[mm] MOD!=3 REG[0b000] RM[nnn] not64 MODRM() SIMM8() lock_prefix                             | MEM0:rw:b IMM0:r:b:i8
 | ADD_LOCK             | BINARY         | BASE           | I86            | 83           | mm         | 0b000      | 0x83 MOD[mm] MOD!=3 REG[0b000] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:v IMM0:r:b:i8
 | ADD_LOCK             | BINARY         | BASE           | I86            | 00           | mm         | rrr        | 0x00 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:b REG0=GPR8_R():r
 | ADD_LOCK             | BINARY         | BASE           | I86            | 01           | mm         | rrr        | 0x01 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:v REG0=GPRv_R():r
 | ADDPD                | SSE            | SSE2           |                | 0f 58        | mm         | rrr        | 0x0F 0x58 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():rw:pd MEM0:r:pd
 | ADDPD                | SSE            | SSE2           |                | 0f 58        | 0b11       | rrr        | 0x0F 0x58 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():rw:pd REG1=XMM_B():r:pd
 | ADDPS                | SSE            | SSE            |                | 0f 58        | mm         | rrr        | 0x0F 0x58 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()                                | REG0=XMM_R():rw:ps MEM0:r:ps
 | ADDPS                | SSE            | SSE            |                | 0f 58        | 0b11       | rrr        | 0x0F 0x58 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                        | REG0=XMM_R():rw:ps REG1=XMM_B():r:ps
 | ADDSD                | SSE            | SSE2           |                | 0f 58        | mm         | rrr        | 0x0F 0x58 f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():rw:sd MEM0:r:sd
 | ADDSD                | SSE            | SSE2           |                | 0f 58        | 0b11       | rrr        | 0x0F 0x58 f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():rw:sd REG1=XMM_B():r:sd
 | ADDSS                | SSE            | SSE            |                | 0f 58        | mm         | rrr        | 0x0F 0x58 f3_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():rw:ss MEM0:r:ss
 | ADDSS                | SSE            | SSE            |                | 0f 58        | 0b11       | rrr        | 0x0F 0x58 f3_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():rw:ss REG1=XMM_B():r:ss
 | ADDSUBPD             | SSE            | SSE3           |                | 0f d0        | mm         | rrr        | 0x0F 0xD0 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():rw:pd MEM0:r:pd
 | ADDSUBPD             | SSE            | SSE3           |                | 0f d0        | 0b11       | rrr        | 0x0F 0xD0 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():rw:pd REG1=XMM_B():r:pd
 | ADDSUBPS             | SSE            | SSE3           |                | 0f d0        | mm         | rrr        | 0x0F 0xD0 f2_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  IGNORE66() MODRM()                     | REG0=XMM_R():rw:ps MEM0:r:ps
 | ADDSUBPS             | SSE            | SSE3           |                | 0f d0        | 0b11       | rrr        | 0x0F 0xD0 f2_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  IGNORE66()                            | REG0=XMM_R():rw:ps REG1=XMM_B():r:ps
 | ADOX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | 0b11       | rrr        | 0x0F 0x38 0xF6  MOD[0b11] MOD=3 REG[rrr] RM[nnn] refining_f3  W0 IMMUNE66()                          | REG0=GPR32_R():rw:d  REG1=GPR32_B():r:d
 | ADOX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | mm         | rrr        | 0x0F 0x38 0xF6  MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() refining_f3 W0 IMMUNE66()                    | REG0=GPR32_R():rw:d MEM0:r:d
 | ADOX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | 0b11       | rrr        | 0x0F 0x38 0xF6 MOD[0b11] MOD=3 REG[rrr] RM[nnn] refining_f3 W1 IMMUNE66()  mode64                    | REG0=GPR64_R():rw:q  REG1=GPR64_B():r:q
 | ADOX                 | ADOX_ADCX      | ADOX_ADCX      | ADOX_ADCX      | 0f 38 f6     | mm         | rrr        | 0x0F 0x38 0xF6 MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM() refining_f3 W1   IMMUNE66() mode64           | REG0=GPR64_R():rw:q  MEM0:r:q
 | AESDEC               | AES            | AES            |                | 0f 38 de     | 0b11       | rrr        | 0x0F 0x38 0xDE osz_refining_prefix MOD[0b11] MOD=3  REG[rrr] RM[nnn]  REFINING66()                   | REG0=XMM_R():rw:dq  REG1=XMM_B():r:dq
 | AESDEC               | AES            | AES            |                | 0f 38 de     | mm         | rrr        | 0x0F 0x38 0xDE osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()             | REG0=XMM_R():rw:dq  MEM0:r:dq
 | AESDECLAST           | AES            | AES            |                | 0f 38 df     | 0b11       | rrr        | 0x0F 0x38 0xDF osz_refining_prefix MOD[0b11] MOD=3  REG[rrr] RM[nnn]  REFINING66()                   | REG0=XMM_R():rw:dq  REG1=XMM_B():r:dq
 | AESDECLAST           | AES            | AES            |                | 0f 38 df     | mm         | rrr        | 0x0F 0x38 0xDF osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()             | REG0=XMM_R():rw:dq  MEM0:r:dq
 | AESENC               | AES            | AES            |                | 0f 38 dc     | 0b11       | rrr        | 0x0F 0x38 0xDC osz_refining_prefix MOD[0b11] MOD=3  REG[rrr] RM[nnn]  REFINING66()                   | REG0=XMM_R():rw:dq  REG1=XMM_B():r:dq
 | AESENC               | AES            | AES            |                | 0f 38 dc     | mm         | rrr        | 0x0F 0x38 0xDC osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()             | REG0=XMM_R():rw:dq  MEM0:r:dq
 | AESENCLAST           | AES            | AES            |                | 0f 38 dd     | 0b11       | rrr        | 0x0F 0x38 0xDD osz_refining_prefix MOD[0b11] MOD=3  REG[rrr] RM[nnn]  REFINING66()                   | REG0=XMM_R():rw:dq  REG1=XMM_B():r:dq
 | AESENCLAST           | AES            | AES            |                | 0f 38 dd     | mm         | rrr        | 0x0F 0x38 0xDD osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()             | REG0=XMM_R():rw:dq  MEM0:r:dq
 | AESIMC               | AES            | AES            |                | 0f 38 db     | 0b11       | rrr        | 0x0F 0x38 0xDB osz_refining_prefix MOD[0b11] MOD=3  REG[rrr] RM[nnn]  REFINING66()                   | REG0=XMM_R():w:dq  REG1=XMM_B():r:dq
 | AESIMC               | AES            | AES            |                | 0f 38 db     | mm         | rrr        | 0x0F 0x38 0xDB osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()             | REG0=XMM_R():w:dq  MEM0:r:dq
 | AESKEYGENASSIST      | AES            | AES            |                | 0f 3a df     | 0b11       | rrr        | 0x0F 0x3A 0xDF osz_refining_prefix MOD[0b11] MOD=3  REG[rrr] RM[nnn]  REFINING66()  UIMM8()          | REG0=XMM_R():w:dq  REG1=XMM_B():r:dq IMM0:r:b
 | AESKEYGENASSIST      | AES            | AES            |                | 0f 3a df     | mm         | rrr        | 0x0F 0x3A 0xDF osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM() UIMM8()     | REG0=XMM_R():w:dq  MEM0:r:dq IMM0:r:b
 | AND                  | LOGICAL        | BASE           | I86            | 80           | mm         | 0b100      | 0x80 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM() UIMM8() nolock_prefix                                 | MEM0:rw:b IMM0:r:b
 | AND                  | LOGICAL        | BASE           | I86            | 80           | 0b11       | 0b100      | 0x80 MOD[0b11] MOD=3 REG[0b100] RM[nnn] UIMM8()                                                      | REG0=GPR8_B():rw IMM0:r:b
 | AND                  | LOGICAL        | BASE           | I86            | 81           | mm         | 0b100      | 0x81 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM() SIMMz() nolock_prefix                                 | MEM0:rw:v IMM0:r:z
 | AND                  | LOGICAL        | BASE           | I86            | 81           | 0b11       | 0b100      | 0x81 MOD[0b11] MOD=3 REG[0b100] RM[nnn] SIMMz()                                                      | REG0=GPRv_B():rw IMM0:r:z
 | AND                  | LOGICAL        | BASE           | I86            | 82           | mm         | 0b100      | 0x82 MOD[mm] MOD!=3 REG[0b100] RM[nnn] not64 MODRM() UIMM8() nolock_prefix                           | MEM0:rw:b IMM0:r:b
 | AND                  | LOGICAL        | BASE           | I86            | 82           | 0b11       | 0b100      | 0x82 MOD[0b11] MOD=3 REG[0b100] RM[nnn] not64 UIMM8()                                                | REG0=GPR8_B():rw IMM0:r:b
 | AND                  | LOGICAL        | BASE           | I86            | 83           | mm         | 0b100      | 0x83 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM() SIMM8() nolock_prefix                                 | MEM0:rw:v IMM0:r:b:i8
 | AND                  | LOGICAL        | BASE           | I86            | 83           | 0b11       | 0b100      | 0x83 MOD[0b11] MOD=3 REG[0b100] RM[nnn] SIMM8()                                                      | REG0=GPRv_B():rw IMM0:r:b:i8
 | AND                  | LOGICAL        | BASE           | I86            | 20           | mm         | rrr        | 0x20 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:b REG0=GPR8_R():r
 | AND                  | LOGICAL        | BASE           | I86            | 20           | 0b11       | rrr        | 0x20 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_B():rw REG1=GPR8_R():r
 | AND                  | LOGICAL        | BASE           | I86            | 21           | mm         | rrr        | 0x21 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() nolock_prefix                                           | MEM0:rw:v REG0=GPRv_R():r
 | AND                  | LOGICAL        | BASE           | I86            | 21           | 0b11       | rrr        | 0x21 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_B():rw REG1=GPRv_R():r
 | AND                  | LOGICAL        | BASE           | I86            | 22           | 0b11       | rrr        | 0x22 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPR8_R():rw REG1=GPR8_B():r
 | AND                  | LOGICAL        | BASE           | I86            | 22           | mm         | rrr        | 0x22 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPR8_R():rw MEM0:r:b
 | AND                  | LOGICAL        | BASE           | I86            | 23           | 0b11       | rrr        | 0x23 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                                                | REG0=GPRv_R():rw REG1=GPRv_B():r
 | AND                  | LOGICAL        | BASE           | I86            | 23           | mm         | rrr        | 0x23 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                                                         | REG0=GPRv_R():rw MEM0:r:v
 | AND                  | LOGICAL        | BASE           | I86            | 24           |            |            | 0x24 SIMM8()                                                                                         | REG0=XED_REG_AL:rw:IMPL IMM0:r:b:i8
 | AND                  | LOGICAL        | BASE           | I86            | 25           |            |            | 0x25 SIMMz()                                                                                         | REG0=OrAX():rw:IMPL IMM0:r:z
 | AND_LOCK             | LOGICAL        | BASE           | I86            | 80           | mm         | 0b100      | 0x80 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM() UIMM8() lock_prefix                                   | MEM0:rw:b IMM0:r:b
 | AND_LOCK             | LOGICAL        | BASE           | I86            | 81           | mm         | 0b100      | 0x81 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM() SIMMz() lock_prefix                                   | MEM0:rw:v IMM0:r:z
 | AND_LOCK             | LOGICAL        | BASE           | I86            | 82           | mm         | 0b100      | 0x82 MOD[mm] MOD!=3 REG[0b100] RM[nnn] not64 MODRM() UIMM8() lock_prefix                             | MEM0:rw:b IMM0:r:b
 | AND_LOCK             | LOGICAL        | BASE           | I86            | 83           | mm         | 0b100      | 0x83 MOD[mm] MOD!=3 REG[0b100] RM[nnn] MODRM() SIMM8() lock_prefix                                   | MEM0:rw:v IMM0:r:b:i8
 | AND_LOCK             | LOGICAL        | BASE           | I86            | 20           | mm         | rrr        | 0x20 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:b REG0=GPR8_R():r
 | AND_LOCK             | LOGICAL        | BASE           | I86            | 21           | mm         | rrr        | 0x21 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM() lock_prefix                                             | MEM0:rw:v REG0=GPRv_R():r
 | ANDN                 | BMI1           | BMI1           |                | f2           | mm         | rrr        | VV1 0xF2 V0F38 VNP  not64 VL128 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                              | REG0=VGPR32_R():w:d REG1=VGPR32_N():r:d MEM0:r:d
 | ANDN                 | BMI1           | BMI1           |                | f2           | mm         | rrr        | VV1 0xF2 V0F38 VNP  W0 mode64 VL128 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                          | REG0=VGPR32_R():w:d REG1=VGPR32_N():r:d MEM0:r:d
 | ANDN                 | BMI1           | BMI1           |                | f2           | 0b11       | rrr        | VV1 0xF2 V0F38 VNP  not64 VL128 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                     | REG0=VGPR32_R():w:d REG1=VGPR32_N():r:d REG2=VGPR32_B():r:d
 | ANDN                 | BMI1           | BMI1           |                | f2           | 0b11       | rrr        | VV1 0xF2 V0F38 VNP  W0 mode64 VL128 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                 | REG0=VGPR32_R():w:d REG1=VGPR32_N():r:d REG2=VGPR32_B():r:d
 | ANDN                 | BMI1           | BMI1           |                | f2           | mm         | rrr        | VV1 0xF2 V0F38 VNP W1 VL128  mode64 MOD[mm] MOD!=3 REG[rrr] RM[nnn] MODRM()                          | REG0=VGPR64_R():w:q REG1=VGPR64_N():r:q MEM0:r:q
 | ANDN                 | BMI1           | BMI1           |                | f2           | 0b11       | rrr        | VV1 0xF2 V0F38 VNP W1 VL128  mode64 MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                 | REG0=VGPR64_R():w:q REG1=VGPR64_N():r:q REG2=VGPR64_B():r:q
 | ANDNPD               | LOGICAL_FP     | SSE2           |                | 0f 55        | mm         | rrr        | 0x0F 0x55 osz_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  REFINING66() MODRM()                  | REG0=XMM_R():rw:xuq MEM0:r:xuq
 | ANDNPD               | LOGICAL_FP     | SSE2           |                | 0f 55        | 0b11       | rrr        | 0x0F 0x55 osz_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]  REFINING66()                         | REG0=XMM_R():rw:xuq REG1=XMM_B():r:xuq
 | ANDNPS               | LOGICAL_FP     | SSE            |                | 0f 55        | mm         | rrr        | 0x0F 0x55 no_refining_prefix MOD[mm] MOD!=3 REG[rrr] RM[nnn]  MODRM()                                | REG0=XMM_R():rw:xud MEM0:r:xud
 | ANDNPS               | LOGICAL_FP     | SSE            |                | 0f 55        | 0b11       | rrr        | 0x0F 0x55 no_refining_prefix MOD[0b11] MOD=3 REG[rrr] RM[nnn]                                        | REG0=XMM_R():rw:xud REG1=XMM_B():r:xud
