# ClOptions - cl.exe Compiler Options
----------------------------------------------------------------------------------------------------------
| /O2                                            | Creates fast code.                                                                                                                                                                      |
| /Ob                                            | Controls inline expansion.                                                                                                                                                              |
| /Od                                            | Disables optimization.                                                                                                                                                                  |
| /Og                                            | Deprecated. Uses global optimizations.                                                                                                                                                  |
| /Oi                                            | Generates intrinsic functions.                                                                                                                                                          |
| /openmp                                        | Enables the #pragma omp directive in source code.                                                                                                                                       |
| /Os                                            | Favors small code.                                                                                                                                                                      |
| /Ot                                            | Favors fast code.                                                                                                                                                                       |
| /Ox                                            | A subset of /O2 that doesn't include /GF or /Gy.                                                                                                                                        |
| /Oy                                            | Omits frame pointer (x86 only).                                                                                                                                                         |
| /P                                             | Writes preprocessor output to a file.                                                                                                                                                   |
| /permissive-                                   | Set standard-conformance mode.                                                                                                                                                          |
| /Qfast_transcendentals                         | Generates fast transcendentals.                                                                                                                                                         |
| /QIfist                                        | Deprecated. Suppresses _ftol when a conversion from a floating-point type to an integral type is required (x86 only).                                                                   |
| /Qimprecise_fwaits                             | Removes fwait commands inside try blocks.                                                                                                                                               |
| /QIntel-jcc-erratum                            | Mitigates the performance impact of the Intel JCC erratum microcode update.                                                                                                             |
| /Qpar (Auto-Parallelizer)                      | Enables automatic parallelization of loops that are marked with the #pragma loop() directive.                                                                                           |
| /Qsafe_fp_loads                                | Uses integer move instructions for floating-point values and disables certain floating point load optimizations.                                                                        |
| /Qspectre                                      | Specifies compiler generation of instructions to mitigate certain Spectre variant 1 security vulnerabilities.                                                                           |
| /Qspectre-load                                 | Specifies compiler generation of serializing instructions to mitigate Spectre security vulnerabilities based on load instructions.                                                      |
| /Qspectre-load-cf                              | Specifies compiler generation of serializing instructions to mitigate Spectre security vulnerabilities based on control flow instructions that load memory.                             |
| /Qvec-report (Auto-vectorizer reporting level) | Enables reporting levels for automatic vectorization.                                                                                                                                   |
| /RTC                                           | Enables run-time error checking.                                                                                                                                                        |
| /sdl                                           | Enables additional security features and warnings.                                                                                                                                      |
| /showIncludes                                  | Displays a list of include files during compilation.                                                                                                                                    |
| /source-charset                                | Set source character set.                                                                                                                                                               |
| /std                                           | C++ standard version compatibility selector.                                                                                                                                            |
| /Tc                                            | Specifies a C source file.                                                                                                                                                              |
| /TC                                            | Specifies all source files are C.                                                                                                                                                       |
| /Tp                                            | Specifies a C++ source file.                                                                                                                                                            |
| /TP                                            | Specifies all source files are C++.                                                                                                                                                     |
| /U                                             | Removes a predefined macro.                                                                                                                                                             |
| /u                                             | Removes all predefined macros.                                                                                                                                                          |
| /utf-8                                         | Set source and execution character sets to UTF-8.                                                                                                                                       |
| /V                                             | Deprecated. Sets the .obj file version string.                                                                                                                                          |
| /validate-charset                              | Validate UTF-8 files for only compatible characters.                                                                                                                                    |
| /vd                                            | Suppresses or enables hidden vtordisp class members.                                                                                                                                    |
| /vmb                                           | Uses best base for pointers to members.                                                                                                                                                 |
| /vmg                                           | Uses full generality for pointers to members.                                                                                                                                           |
| /vmm                                           | Declares multiple inheritance.                                                                                                                                                          |
| /vms                                           | Declares single inheritance.                                                                                                                                                            |
| /vmv                                           | Declares virtual inheritance.                                                                                                                                                           |
| /volatile                                      | Selects how the volatile keyword is interpreted.                                                                                                                                        |
| /w                                             | Disables all warnings.                                                                                                                                                                  |
| /W0 , /W1 , /W2 , /W3 , /W4                    | Sets which warning level to output.                                                                                                                                                     |
| /w1 , /w2 , /w3 , /w4                          | Sets the warning level for the specified warning.                                                                                                                                       |
| /Wall                                          | Enables all warnings, including warnings that are disabled by default.                                                                                                                  |
| /wd                                            | Disables the specified warning.                                                                                                                                                         |
| /we                                            | Treats the specified warning as an error.                                                                                                                                               |
| /WL                                            | Enables one-line diagnostics for error and warning messages when compiling C++ source code from the command line.                                                                       |
| /wo                                            | Displays the specified warning only once.                                                                                                                                               |
| /Wp64                                          | Obsolete. Detects 64-bit portability problems.                                                                                                                                          |
| /Wv                                            | Displays no warnings introduced after the specified version of the compiler.                                                                                                            |
| /WX                                            | Treats all warnings as errors.                                                                                                                                                          |
| /X                                             | Ignores the standard include directory.                                                                                                                                                 |
| /Y-                                            | Ignores all other precompiled-header compiler options in the current build.                                                                                                             |
| /Yc                                            | Creates a precompiled header file.                                                                                                                                                      |
| /Yd                                            | Deprecated. Places complete debugging information in all object files. Use /Zi instead.                                                                                                 |
| /Yl                                            | Injects a PCH reference when creating a debug library                                                                                                                                   |
| /Yu                                            | Uses a precompiled header file during build.                                                                                                                                            |
| /Z7                                            | Generates C 7.0-compatible debugging information.                                                                                                                                       |
| /Za                                            | Disables language extensions.                                                                                                                                                           |
| /Zc                                            | Specifies standard behaviors.                                                                                                                                                           |
| /Ze                                            | Deprecated. Enables language extensions.                                                                                                                                                |
| /Zf                                            | Improves PDB generation time in parallel builds.                                                                                                                                        |
| /Zg                                            | Removed in Visual Studio 2015. Generates function prototypes.                                                                                                                           |
| /ZH                                            | Specifies MD5, SHA-1, or SHA-256 for checksums in debug info.                                                                                                                           |
| /ZI                                            | Includes debug information in a program database compatible with Edit and Continue.                                                                                                     |
| /Zi                                            | Generates complete debugging information.                                                                                                                                               |
| /Zl                                            | Removes default library name from .obj file (x86 only).                                                                                                                                 |
| /Zm                                            | Specifies the precompiled header memory allocation limit.                                                                                                                               |
| /Zo                                            | Generates enhanced debugging information for optimized code.                                                                                                                            |
| /Zp                                            | Packs structure members.                                                                                                                                                                |
| /Zs                                            | Checks syntax only.                                                                                                                                                                     |
| /ZW                                            | Produces an output file to run on the Windows Runtime.                                                                                                                                  |
